WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC WORD	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANS SYNON1	TRANS SYNON2	TRANS SYNON3	TRANS SYNON4	TRANS SYNON5	TRANS SYNON6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
red	F			N		3	De pesca, para peces pequeños		sáibma		N																					
red	F			N		4	Internet		interneahtta		N								Nos comunicamos por la red.	Mii gulahallat interneahta bokte.												
echar la red			1a	VLc		1			fierbmudit		V	TV																				
redistribución	F			N		1			juohkin		N																					
redistribuir			3g	V		1			juohkit		V	TV							El estado redistribuye la renta.	Stáhta juohká ruđaid.												
redistribuir			3g	V		2			juohkit ođđa ortnegiin		Pfs	TV							Redistribuyeron los sitios en la mesa con arreglo al protocolo.	Sii juhke ođđasit čohkkánsajiid beavdegirjji mielde.												
reducción	F			N		1			uhcideapmi		N																					
reducción	F			N		2			unnideapmi		N																					
reducción	F			N		3			geahpedeapmi		N																					
reducción	F			N		4	Restricción, limitación		gáržžideapmi		N																					
reducción	F			N		5	Recorte		oanádus		N																					
reducir			3o	V		1			uhcidit		V	TV																				
reducir			3o	V		2			geahpedit		V	TV																				
reducir			3o	V		3			gáržžudit		V	TV																				
reducir			3o	V		4			oanidit		V	TV																				
reducirse			3o	V		5			unnidit		V	PassV, 3per							La inflación se redujo un 2%.	Haddegoargŋun unnidii 2%.												
reescribir			3a	V		1			čállit ođđasit		VLc	TV							Reescribió el artículo varias veces.	Son čálii artihkala ođđasit máŋgii.												
reescribir			3a	V		2	Corrigiendo		divvut		VLc	TV																				
referéndum	M			N		1			álbmotjienasteapmi		N								La nueva constitución se aprobó por referéndum.	Ođđa vuođđoláhka mearridii álbmotjienasteami.												
referir			3i	V		1			muitalit		V	TV							referir una anécdota	Muitalit máidnasa.												
referir			3i	V		2			čilget		V	TV																				
referirse			3i	V		2			čujuhit		V	Prnl, UseTV, + a							No sé a qué te refieres.	In dieđe, masa don čujuhat.												
reflejar			1a	V		1	La luz		máhcahit		VLc	TV							El espejo refleja la luz.	Speajal máhcaha čuovgga.												
reflejar			1a	V		2			speadjalastit		V	TV, Saam: IV, + Loc							El río refleja mi cara.	Mu ámadadju speadjalastá jogas.												
reflejar			1a	V		3			báitit		V	TV, Saam: IV, + Loc							El río refleja mi cara.	Mu ámadadju báitá jogas.												
reflejar			1a	V		4			báitit		V	IV, Saam: + Ill							La luz de la ventana reflejaba en su rostro.	Lássačuovga báittii su ámadadjui.												
reflejarse			1a	V		5			speadjalastit		V	Prnl, IV, Saam: + Ill							El alma se refleja en el rostro.	Siellu speadjalastá ámadadjui.												
reflejarse			1a	V		6			báitit		V	Prnl, IV, Saam: + Ill																				
reflejo	M			N		1			speadjalastin		N																					
reflejo	M			N		2	Movimiento corporal		refleaksa		N																					
reflexión	F			N		1	Pensamiento, el proceso		jurddašeapmi		N																					
reflexión	F			N		2	Idea		jurdda		N																					
reflexión	F			N		3	De la imagen, por ejemplo en el espejo		speajalgovva		N																					
reflexionar			1a	V		1			jurddašit		V	IV							Reflexionar sobre un tema.	Jurddašit fáttá birra.	Reflexionar sobre un tema.	Jurddašit fáttás.										
refrán	M			N		1			sátnevájas		N																					
refrescar			1g	V		1			galmmihit		V	TV																				
refrescar			1g	V		2			čoaskudit		V	TV																				
refrescar			1g	V		3			čoaskut		V	IV																				
refrescar			1g	V		4			čoskkiidit		V	IV																				
refrescar			1g	V		5	Intensamente		galbmot		V	IV																				
refrescar			1g	V		6	En verano		goalšut		V	IV																				
refresco	M			N		1			jugus		N																					
refresco	M			N		2			máihlejugus		N																					
refresco	M			N		3			šaddojugus		N																					
refresco	M			N		4			bruvsa		N																					
regalar			1a	V		1			skeŋket		V	TV																				
regalar			1a	V		2			addit		V	TV																				
regalar			1a	V		3			geiget attáldaga		V	TV																				
regalo	M			N		1			attáldat		N																					
regalo	M			N		2			skeaŋka		N																					
dar un regalo			1r	VLc		1			geiget		V	TV																				
dar un regalo			1r	VLc		2			skeŋket		V	TV																				
dar un regalo			1r	VLc		3			addit attáldaga		VLc	TV																				
regar			1h, 1k	V		1			čáhccet		V	TV																				
regar			1h, 1k	V		2			láktadit		V	TV																				
regar			1h, 1k	V		3			njuoskadit		V	TV																				
regar			1h, 1k	V		4	Figuratiiva		guossohit		V	TV							Regaron la comida con un buen vino de Rioja.	Sii guossohedje mállása buriin Rioja viinnain.												
región	F			N		1			guovlu		N																					
región	F			N		2			eananviidodat		N																					
región	F			N		2	Administrativa, en Noruega		fylka		N																					
región	F			N		3	Administrativa, en Suecia y Finlandia		leana		N																					
región	F			N		4	Administrativa, en Suecia y Finlandia		leatna		N																					
registrar			1a	V		1	En la memoria		merket muitui		VLc	TV							He registrado la hora.	Mun lean merken diimmu muitui.												
registrar			1a	V		2	En la memoria		muittuhit		V	TV							He registrado el asunto.	Mun lean muittuhan ášši.												
registrar			1a	V		3	Por escrito, por ejemplo en la agenda		čállit		V	TV							He registrado la cita en la agenda.	Lean čállán áigemeari beavdegirjái.												
registrar			1a	V		4	Dibujando, la imagen		sárgut		V	TV																				
registrar			1a	V		5	Dibujando, la imagen		tevdnet		V	TV																				
registrar			1a	V		6	Dibujando, la imagen		cáhcut		V	TV																				
registrar			1a	V		7	Grabando, audio, vídeo		báddet		V	TV																				
registrar			1a	V		8	Con instrumentos de medida		mihtidit		V	TV							El termómetro registra la temperatura.	Termomehter mihtida temperatuvrra.												
registrar			1a	V		9	Con instrumentos de medida		merket		V	TV																				
registrar			1a	V		10	La policía		burgit		V	TV							La policía registró la casa.	Boles burggii vistti.												
registrar			1a	V		11	La policía		boltut		V	TV																				
registrar			1a	V		12	La recepción		váldit vuostá		VLc	TV							registrar a un huésped en el hotel	váldit vuostá guossi hoteallas												
registrar			1a	V		13	La recepción		dustet		V	TV																				
registrar			1a	V		14	La recepción		vuostáváldit		V	TV																				
registrarse			1a	V		15	En la recepción		almmuhit iežas		VLc	Prnl, IV							registrarse en un hotel	almmuhit iežas hotellii												
registrarse			1a	V		16	En la recepción		dieđihit iežas		VLc	Prnl, IV																				
registrarse			1a	V		17	Medidas		mihtiduvvot		V	Imp, 3per							En la tundra se registraron temperaturas de treinta grados bajo cero.	Duoddaris mihtiduvvui golbmalogi buolaš gráda.												
registrarse			1a	V		18	Medidas, acontecimientos		dáhpáhuvvat		V	Imp, 3per																				
registrarse			1a	V		19	Medidas, acontecimientos		leat		V	Imp, 3per																				
registro	M			N		1	Por escrito		sisačáliheapmi		N																					
registro	M			N		2	Por escrito		logahallan		N																					
registro	M			N		3	De una medida		mihtideapmi		N																					
registro	M			N		4	De un dato		merken		N																					
registro	M			N		5	Grabación, toma		bádden		N																					
registro	M			N		6	Policial		burgin		N																					
regla	F			N		1	Para medir		linnjár		N																					
regla	F			N		2	Norma		njuolggadus		N								las reglas del juego	stohkosa njuolggadusat												
regla	F			N		3	Norma escrita		njuolggadusčála		N																					
regresar			1a	V		1			máhccat		V	IV																				
regresar			1a	V		2			jorggihit		V	IV																				
regresar			1a	V		3			boahtit ruovttoluotta		VLc	IV																				
regreso	M			N		1			máhccan		N																					
regular	M/F			A		1	Uniforme, equilibrado		njuolga		A								El suelo es muy regular.	Láhtti lea hui njuolga.												
regular	M/F			A		2	Uniforme, equilibrado		jeavda		A																					
regular	M/F			A		3	Uniforme, equilibrado		jeavddalaš		A																					
regular	M/F			A		4	Uniforme, equilibrado		dásset		A																					
regular	M/F			A		5	Estable		stáđis		A								El ritmo cardíaco es regular.	Váibmoravkin lea stáđis.												
regular	M/F			A		6	Estable		oktilis		A																					
regular	M/F			A		7	Estable		starggas		A																					
regular	M/F			A		8	Común		dábálaš		A								Esquiar es un deporte regular en Guovdageaidnu.	Čuoigat lea dábálaš valáštallan Guovdageainnus.												
regular	M/F			A		9	Ni bueno ni malo, aceptable		dohkálaš		A								He hecho el examen regular.	Mun lean čađahan dohkálaš eksámena.												
regular			1a	V		1	Ordenar		ordnet		V	TV							regular el tráfico	ordnet johtolaga												
regular			1a	V		2	Ordenar		lágidit		V	TV																				
regular			1a	V		3	Ordenar		stivret		V	TV																				
regular			1a	V		4	Reglamentar		njulget		V	TV							regular la convivencia	njulget ovttaseallima												
regular			1a	V		5	Reglamentar		reguleret		V	TV																				
regularidad	F			N		1			njuolggadus		N								Hay que tener regularidad en las comidas.	Lea dárbu čuovvut borramušnjuolggadusa.	El ritmo tiene regularidad.	Rytmmas lea njuolggadus.										
con regularidad				AdvLc		1	Frecuentemente, Regularmente		dávjá		Adv								Nos visita con regularidad.	Son boahtá galledit dávjá.												
con regularidad				AdvLc		2	Regularmente		čađat		Adv								La Tierra gira con regularidad alrededor del sol.	Eanan johttá čađat beaivváža birra.												
regularmente				Adv		1	Frecuentemente		dávjá		Adv								Nos visita regularmente.	Son boahtá galledit dávjá.												
regularmente				Adv		2	Continuamente, constantemente		čađat		Adv								La Tierra gira regularmente alrededor del sol.	Eanan johttá čađat beaivváža birra.												
regularmente				Adv		3	Continuamente, constantemente		álo		Adv																					
reina	F			N		1			gonagaseamit		N																					
reina	F			N		2			dronnet		N																					
reina	F			N		3			ronnet		N																					
reinar			1a	V		1	El rey / Gonagas		stivret		V	IV							Felipe VI reina en España.	Guđát Felipe stivre Espánnjas .												
reinar			1a	V		2	Mandar, administrar		hálddašit		V	IV							El alcalde reina en los asuntos económicos el ayuntamiento.	Sátnejođiheaddji hálddaša suohkana ruđalaš áššiid.												
reinar			1a	V		3	Mandar, administrar		hovdet		V	IV																				
reinar			1a	V		4	Figuratiiva		gávdnot		V	IV, Imp, 3per							En el restaurante reina el caos.	Restauránttas gávdno moivi.	Ahora en el país reina la paz.	Dál riikkas gávdno ráfi.										
reino	M			N		1	Político		gonagasriika		N																					
el reino animal	M			NLc		1			eliidriika		N	Collc																				
el reino animal	M			NLc		2			eallit		N	Collc, Saam: Pl																				
el reino de los cielos	M			NLc		1			almmiriika		N																					
reír			3m	V		1			boagustit		V	IV, UseAlso: Prnl							Máret ríe.	Máret boagusta.												
reír			3m	V		2			čaibmat		V	IV, UseAlso: Prnl																				
reír			3m	V		3			boagustit		V	TV							La única que ríe sus chistes es su novia.	Áidna gii boagusta su suohttasiid lea su moarsi.												
echarse a reír			1a	VLc		1			boagustišgoahtit		V	Prnl, IV																				
reírse de			3m	V		1			boagustit		V	Prnl, IV							No me río de ti.	In boagus du.												
reírse de			3m	V		2			čaibmat		V	Prnl, IV																				
reírse de			3m	V		3			bilkidit		V	Prnl, IV																				
reír a carcajadas			3m	VLc		1			skeaikit		V	IV																				
relación	F			N		1			oktavuohta		N																					
relación	F			N		2			gaskavuohta		N																					
relámpago	M			N		1	Sami oriental		álddagas		N																					
relámpago	M			N		2	Sami occidental		álttagas		N																					
relampaguear			1a	V		1			čuovggáhallat		V	IV, Imp, 3per																				
relampaguear			1a	V		2			čuovggihit		V	IV, Imp, 3per																				
relampaguear			1a	V		3			šleađggádit		V	IV, Imp, 3per																				
relampaguear			1a	V		4			šleađggehit		V	IV, Imp, 3per																				
relampaguear			1a	V		5	Figuratiiva		buollit		V	IV							Sus ojos relampagueaban.	Su čalmmit bulle.												
relampaguear			1a	V		6	Figuratiiva		álddagastit		V	IV																				
relampaguear			1a	V		7	Figuratiiva		álttagastit		V	IV																				
relampaguear			1a	V		8	Figuratiiva		šleađgut		V	IV																				
relampaguear			1a	V		9	Figuratiiva		bilaidit		V	IV																				
relampaguear			1a	V		10	Figuratiiva		leađgut		V	IV																				
relato	M			N		1			muitalus		N																					
relato	M			N		2			máinnas		N																					
relato	M			N		3			cukca		N																					
relato	M			N		4			cuvccas		N																					
relato	M			N		5			máinnashistorjá		N																					
religión	F			N		1			oskkoldat		N																					
reloj	M			N		1			diibmu		N																					
reloj de cuco	M			NLc		1			giehkadiibmu		N																					
retrasar el reloj			1a	VLc		1			sirdit áiggi maŋŋelii		VLc	TV																				
retrasar el reloj			1a	VLc		2			sirdit áiggi maŋásguvlui		VLc	TV																				
remar			1a	V		1			suhkat		V	IV							El domingo iremos a remar al lago.	Sotnabeaivve mii áigut suhkat jávrái.												
remar			1a	V		2	Con zagual		meallut		V	IV																				
remediar			1b	V		1			njulget		V	TV							remediar un problema	njulget váttisvuođa												
remediar			1b	V		2			divvut		V	TV																				
remediar			1b	V		3			buoridit		V	TV							El medicamento no remedia por igual a todos los enfermos.	Dálkkas ii seammás buorit buot buohcciid.												
remediar			1b	V		4			beassat		V	IV, Saam: + Loc							Si lo decimos al principio remediamos el problema.	Jus mii dan namuhat álgoálggus, de mii beassat váttisvuođas.												
remedio	M			N		1	Solución		čoavddus		N																					
remedio	M			N		2	Medicamento		dálkkas		N																					
remedio	M			N		3	Tratamiento médico		dálkkodeapmi		N																					
remedio	M			N		4	Corrección		divvun		N																					
remedio	M			N		5	Auxilio		veahkki		N																					
remedio	M			N		6	Recurso		resursa		N																					
remo	M			N		1			áiru		N																					
ir a remo			3t	VLc		1			suhkat		V	IV							Fueron a remo hasta la isla.	Sii suhke gitta sullui.												
